Reservoir_name,Basin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
Panchat Reservoir,Ganga Basin,CWC,23.6735842,86.68314879,06-02-2025,2025,2,124.97,0.184,0.145,126.68
Panchat Reservoir,Ganga Basin,CWC,23.6735842,86.68314879,08-02-2025,2025,2,124.97,0.184,0.145,126.68
Panchat Reservoir,Ganga Basin,CWC,23.6735842,86.68314879,11-02-2025,2025,2,124.97,0.184,0.145,126.69
Panchat Reservoir,Ganga Basin,CWC,23.6735842,86.68314879,18-02-2025,2025,2,124.97,0.184,0.145,126.18
Panchat Reservoir,Ganga Basin,CWC,23.6735842,86.68314879,22-02-2025,2025,2,124.97,0.184,0.145,125.92
Parambikulam Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.38445123,76.80733579,01-02-2025,2025,2,556.26,0.38,0.3639,555.519
Parambikulam Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.38445123,76.80733579,05-02-2025,2025,2,556.26,0.38,0.36075,555.37
Parambikulam Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.38445123,76.80733579,07-02-2025,2025,2,556.26,0.38,0.35897,555.285
Parambikulam Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.38445123,76.80733579,09-02-2025,2025,2,556.26,0.38,0.3582,555.248
Parambikulam Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.38445123,76.80733579,10-02-2025,2025,2,556.26,0.38,0.35721,555.19
Parambikulam Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.38445123,76.80733579,12-02-2025,2025,2,556.26,0.38,0.3526,554.98
Parambikulam Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.38445123,76.80733579,23-02-2025,2025,2,556.26,0.38,0.32973,553.873
Pench\Totladoh Reservoir,Godavari Basin,CWC,21.71326462,79.23004421,02-02-2025,2025,2,490,1.091,0.73684,486.07
Pench\Totladoh Reservoir,Godavari Basin,CWC,21.71326462,79.23004421,05-02-2025,2025,2,490,1.091,0.72542,485.89
Pench\Totladoh Reservoir,Godavari Basin,CWC,21.71326462,79.23004421,14-02-2025,2025,2,490,1.091,0.69737,485.44
Pench\Totladoh Reservoir,Godavari Basin,CWC,21.71326462,79.23004421,25-02-2025,2025,2,490,1.091,0.6827,485.2
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,01-02-2025,2025,2,867.41,0.173,0.06351,862.314
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,05-02-2025,2025,2,867.41,0.173,0.06017,862.131
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,06-02-2025,2025,2,867.41,0.173,0.05915,862.07
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,08-02-2025,2025,2,867.41,0.173,0.05737,861.963
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,10-02-2025,2025,2,867.41,0.173,0.05482,861.811
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,14-02-2025,2025,2,867.41,0.173,0.04995,861.521
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,15-02-2025,2025,2,867.41,0.173,0.04893,861.46
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,18-02-2025,2025,2,867.41,0.173,0.04638,861.308
Periyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.53495932,77.19160638,26-02-2025,2025,2,867.41,0.173,0.03975,860.912
Pong Reservoir,Indus (Up to border) Basin,CWC,31.99344125,76.0517408,10-02-2025,2025,2,423.67,6.157,NA,NA
Pong Reservoir,Indus (Up to border) Basin,CWC,31.99344125,76.0517408,19-02-2025,2025,2,423.67,6.157,NA,NA
Pong Reservoir,Indus (Up to border) Basin,CWC,31.99344125,76.0517408,22-02-2025,2025,2,423.67,6.157,NA,NA
Pong Reservoir,Indus (Up to border) Basin,CWC,31.99344125,76.0517408,27-02-2025,2025,2,423.67,6.157,0.901,396.17
RAJGHAT DAM,Ganga Basin,CWC,24.752562,78.21086,03-02-2025,2025,2,370.89,1.945,NA,NA
RAJGHAT DAM,Ganga Basin,CWC,24.752562,78.21086,12-02-2025,2025,2,370.89,1.945,NA,NA
RAJGHAT DAM,Ganga Basin,CWC,24.752562,78.21086,22-02-2025,2025,2,370.89,1.945,NA,NA
RAJGHAT DAM,Ganga Basin,CWC,24.752562,78.21086,23-02-2025,2025,2,370.89,1.945,NA,NA
RAJGHAT DAM,Ganga Basin,CWC,24.752562,78.21086,26-02-2025,2025,2,370.89,1.945,NA,NA
RANGAWAN,Ganga Basin,CWC,24.69691,79.86597,01-02-2025,2025,2,233.17,0.155,0.00744,221.98
RANGAWAN,Ganga Basin,CWC,24.69691,79.86597,02-02-2025,2025,2,233.17,0.155,0.0073,221.95
RANGAWAN,Ganga Basin,CWC,24.69691,79.86597,12-02-2025,2025,2,233.17,0.155,0.00682,221.83
RANGAWAN,Ganga Basin,CWC,24.69691,79.86597,18-02-2025,2025,2,233.17,0.155,0.00636,221.71
RANGAWAN,Ganga Basin,CWC,24.69691,79.86597,19-02-2025,2025,2,233.17,0.155,0.00636,221.71
RANGAWAN,Ganga Basin,CWC,24.69691,79.86597,26-02-2025,2025,2,233.17,0.155,0.0059,221.58
RANGAWAN,Ganga Basin,CWC,24.69691,79.86597,27-02-2025,2025,2,233.17,0.155,0.0059,221.58
RIHAND RESERVOIR,Ganga Basin,CWC,24.136551,82.833914,05-02-2025,2025,2,268.22,5.649,3.04213,262.04
RIHAND RESERVOIR,Ganga Basin,CWC,24.136551,82.833914,08-02-2025,2025,2,268.22,5.649,3.00669,261.95
RIHAND RESERVOIR,Ganga Basin,CWC,24.136551,82.833914,10-02-2025,2025,2,268.22,5.649,2.95934,261.82
RIHAND RESERVOIR,Ganga Basin,CWC,24.136551,82.833914,21-02-2025,2025,2,268.22,5.649,2.74628,261.27
RIHAND RESERVOIR,Ganga Basin,CWC,24.136551,82.833914,22-02-2025,2025,2,268.22,5.649,2.73444,261.24
RIHAND RESERVOIR,Ganga Basin,CWC,24.136551,82.833914,23-02-2025,2025,2,268.22,5.649,2.7226,261.21
Ramganga Reservoir,Ganga Basin,CWC,29.57925961,78.75979721,02-02-2025,2025,2,365.3,2.196,1.4284,354.5
Ramganga Reservoir,Ganga Basin,CWC,29.57925961,78.75979721,06-02-2025,2025,2,365.3,2.196,1.3932,353.9
Ramganga Reservoir,Ganga Basin,CWC,29.57925961,78.75979721,09-02-2025,2025,2,365.3,2.196,1.3654,353.4
Ramganga Reservoir,Ganga Basin,CWC,29.57925961,78.75979721,15-02-2025,2025,2,365.3,2.196,1.3088,352.38
Ramganga Reservoir,Ganga Basin,CWC,29.57925961,78.75979721,16-02-2025,2025,2,365.3,2.196,1.2983,352.19
Ramganga Reservoir,Ganga Basin,CWC,29.57925961,78.75979721,23-02-2025,2025,2,365.3,2.196,1.2267,350.9
Ramganga Reservoir,Ganga Basin,CWC,29.57925961,78.75979721,26-02-2025,2025,2,365.3,2.196,1.1951,350.33
Ranapratap Sagar,Ganga Basin,CWC,24.79033041,75.54794792,01-02-2025,2025,2,352.81,1.436,NA,NA
Ranapratap Sagar,Ganga Basin,CWC,24.79033041,75.54794792,05-02-2025,2025,2,352.81,1.436,NA,NA
Ranapratap Sagar,Ganga Basin,CWC,24.79033041,75.54794792,07-02-2025,2025,2,352.81,1.436,NA,NA
Ranapratap Sagar,Ganga Basin,CWC,24.79033041,75.54794792,14-02-2025,2025,2,352.81,1.436,NA,NA
Ranapratap Sagar,Ganga Basin,CWC,24.79033041,75.54794792,16-02-2025,2025,2,352.81,1.436,NA,NA
Ranapratap Sagar,Ganga Basin,CWC,24.79033041,75.54794792,21-02-2025,2025,2,352.81,1.436,NA,NA
Ranapratap Sagar,Ganga Basin,CWC,24.79033041,75.54794792,23-02-2025,2025,2,352.81,1.436,NA,NA
Ranapratap Sagar,Ganga Basin,CWC,24.79033041,75.54794792,27-02-2025,2025,2,352.81,1.436,0.59071,347.926
Rengali Reservoir,Brahmani and Baitarni Basin,CWC,21.37482631,84.98933328,04-02-2025,2025,2,123.5,3.432,NA,NA
Rengali Reservoir,Brahmani and Baitarni Basin,CWC,21.37482631,84.98933328,07-02-2025,2025,2,123.5,3.432,NA,NA
Rengali Reservoir,Brahmani and Baitarni Basin,CWC,21.37482631,84.98933328,15-02-2025,2025,2,123.5,3.432,NA,NA
Rengali Reservoir,Brahmani and Baitarni Basin,CWC,21.37482631,84.98933328,20-02-2025,2025,2,123.5,3.432,1.498,117.25
Rengali Reservoir,Brahmani and Baitarni Basin,CWC,21.37482631,84.98933328,28-02-2025,2025,2,123.5,3.432,NA,NA
SATHANUR,East flowing rivers between Pennar and Kanyakumari Basin,CWC,12.1836111,78.8502778,10-02-2025,2025,2,222.2,0.207,0.19974,221.84
SATHANUR,East flowing rivers between Pennar and Kanyakumari Basin,CWC,12.1836111,78.8502778,13-02-2025,2025,2,222.2,0.207,0.19597,221.658
SATHANUR,East flowing rivers between Pennar and Kanyakumari Basin,CWC,12.1836111,78.8502778,15-02-2025,2025,2,222.2,0.207,0.19345,221.536
SATHANUR,East flowing rivers between Pennar and Kanyakumari Basin,CWC,12.1836111,78.8502778,22-02-2025,2025,2,222.2,0.207,0.18484,221.109
SATHANUR,East flowing rivers between Pennar and Kanyakumari Basin,CWC,12.1836111,78.8502778,25-02-2025,2025,2,222.2,0.207,0.18122,220.926
SIRSI,Ganga Basin,CWC,24.8269444,82.4938889,04-02-2025,2025,2,217.93,0.19,NA,NA
SIRSI,Ganga Basin,CWC,24.8269444,82.4938889,10-02-2025,2025,2,217.93,0.19,NA,NA
SIRSI,Ganga Basin,CWC,24.8269444,82.4938889,13-02-2025,2025,2,217.93,0.19,0.0557,211.8
SIRSI,Ganga Basin,CWC,24.8269444,82.4938889,15-02-2025,2025,2,217.93,0.19,NA,NA
SIRSI,Ganga Basin,CWC,24.8269444,82.4938889,16-02-2025,2025,2,217.93,0.19,NA,NA
SIRSI,Ganga Basin,CWC,24.8269444,82.4938889,22-02-2025,2025,2,217.93,0.19,NA,NA
SIRSI,Ganga Basin,CWC,24.8269444,82.4938889,25-02-2025,2025,2,217.93,0.19,NA,NA
SIRSI,Ganga Basin,CWC,24.8269444,82.4938889,26-02-2025,2025,2,217.93,0.19,NA,NA
SURYA,West flowing rivers from Tapi to Tadri Basin,CWC,19.9208333,73.0555556,01-02-2025,2025,2,118.6,0.276,0.21721,114.25
SURYA,West flowing rivers from Tapi to Tadri Basin,CWC,19.9208333,73.0555556,07-02-2025,2025,2,118.6,0.276,0.21416,113.95
SURYA,West flowing rivers from Tapi to Tadri Basin,CWC,19.9208333,73.0555556,09-02-2025,2025,2,118.6,0.276,0.21034,113.7
SURYA,West flowing rivers from Tapi to Tadri Basin,CWC,19.9208333,73.0555556,12-02-2025,2025,2,118.6,0.276,0.205,113.35
SURYA,West flowing rivers from Tapi to Tadri Basin,CWC,19.9208333,73.0555556,15-02-2025,2025,2,118.6,0.276,0.20195,113.15
SURYA,West flowing rivers from Tapi to Tadri Basin,CWC,19.9208333,73.0555556,18-02-2025,2025,2,118.6,0.276,0.1982,112.95
Sabarmati Reservoir,Sabarmati Basin,CWC,24.02898674,72.91530995,15-02-2025,2025,2,189.59,0.735,0.4369,186.27
Sabarmati Reservoir,Sabarmati Basin,CWC,24.02898674,72.91530995,17-02-2025,2025,2,189.59,0.735,0.43319,186.225
Sabarmati Reservoir,Sabarmati Basin,CWC,24.02898674,72.91530995,20-02-2025,2025,2,189.59,0.735,0.42739,186.15
Sabarmati Reservoir,Sabarmati Basin,CWC,24.02898674,72.91530995,21-02-2025,2025,2,189.59,0.735,0.42447,186.115
Sabarmati Reservoir,Sabarmati Basin,CWC,24.02898674,72.91530995,24-02-2025,2025,2,189.59,0.735,0.41388,185.98
Sabarmati Reservoir,Sabarmati Basin,CWC,24.02898674,72.91530995,26-02-2025,2025,2,189.59,0.735,0.41019,185.935
Sabarmati Reservoir,Sabarmati Basin,CWC,24.02898674,72.91530995,28-02-2025,2025,2,189.59,0.735,0.39963,185.795
Salandi Reservoir,Brahmani and Baitarni Basin,CWC,21.32763959,86.28440724,06-02-2025,2025,2,82.3,0.558,0.36225,75.9
Salandi Reservoir,Brahmani and Baitarni Basin,CWC,21.32763959,86.28440724,11-02-2025,2025,2,82.3,0.558,NA,NA
Salandi Reservoir,Brahmani and Baitarni Basin,CWC,21.32763959,86.28440724,13-02-2025,2025,2,82.3,0.558,0.3592,75.8
Salandi Reservoir,Brahmani and Baitarni Basin,CWC,21.32763959,86.28440724,14-02-2025,2025,2,82.3,0.558,NA,NA
Sanjay Sarovar (Upper Wainganga),Godavari Basin,CWC,22.35381177,79.60332911,05-02-2025,2025,2,519.38,0.508,NA,NA
Sanjay Sarovar (Upper Wainganga),Godavari Basin,CWC,22.35381177,79.60332911,07-02-2025,2025,2,519.38,0.508,NA,NA
Sanjay Sarovar (Upper Wainganga),Godavari Basin,CWC,22.35381177,79.60332911,21-02-2025,2025,2,519.38,0.508,NA,NA
Sapua,Mahanadi Basin,CWC,20.58898286,85.286984,01-02-2025,2025,2,168.5,0.006,NA,NA
Sapua,Mahanadi Basin,CWC,20.58898286,85.286984,03-02-2025,2025,2,168.5,0.006,NA,NA
Sapua,Mahanadi Basin,CWC,20.58898286,85.286984,09-02-2025,2025,2,168.5,0.006,NA,NA
Sapua,Mahanadi Basin,CWC,20.58898286,85.286984,12-02-2025,2025,2,168.5,0.006,NA,NA
Sapua,Mahanadi Basin,CWC,20.58898286,85.286984,20-02-2025,2025,2,168.5,0.006,0.00583,167.87
Sapua,Mahanadi Basin,CWC,20.58898286,85.286984,26-02-2025,2025,2,168.5,0.006,NA,NA
Sardar Sarovar,Narmada Basin,CWC,21.86921399,73.90418486,10-02-2025,2025,2,138.68,5.76,NA,NA
Sardar Sarovar,Narmada Basin,CWC,21.86921399,73.90418486,20-02-2025,2025,2,138.68,5.76,3.55716,131.46
Sardar Sarovar,Narmada Basin,CWC,21.86921399,73.90418486,21-02-2025,2025,2,138.68,5.76,NA,NA
Sardar Sarovar,Narmada Basin,CWC,21.86921399,73.90418486,26-02-2025,2025,2,138.68,5.76,NA,NA
Sharda Sagar,Ganga Basin,CWC,28.7811109,80.0183861,05-02-2025,2025,2,190.5,0.33,NA,NA
Sharda Sagar,Ganga Basin,CWC,28.7811109,80.0183861,10-02-2025,2025,2,190.5,0.33,0.29424,188.5
Shetrunji Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,21.43521754,71.74916361,08-02-2025,2025,2,55.53,0.3,0.29289,54.8
Shetrunji Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,21.43521754,71.74916361,09-02-2025,2025,2,55.53,0.3,0.29289,54.8
Shetrunji Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,21.43521754,71.74916361,10-02-2025,2025,2,55.53,0.3,0.28966,54.75
Shetrunji Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,21.43521754,71.74916361,12-02-2025,2025,2,55.53,0.3,0.28966,54.75
Shetrunji Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,21.43521754,71.74916361,22-02-2025,2025,2,55.53,0.3,0.27347,54.5
Shetrunji Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,21.43521754,71.74916361,23-02-2025,2025,2,55.53,0.3,0.2706,54.45
Shetrunji Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,21.43521754,71.74916361,28-02-2025,2025,2,55.53,0.3,0.25817,54.25
Sholayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.32047051,76.90271502,03-02-2025,2025,2,1002.79,0.143,0.0162,966.085
Sholayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.32047051,76.90271502,06-02-2025,2025,2,1002.79,0.143,0.0096,962.025
Sholayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.32047051,76.90271502,09-02-2025,2025,2,1002.79,0.143,0.00391,957.688
Sholayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.32047051,76.90271502,16-02-2025,2025,2,1002.79,0.143,0.0006,954.628
Sholayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.32047051,76.90271502,18-02-2025,2025,2,1002.79,0.143,0.0006,954.628
Sholayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.32047051,76.90271502,27-02-2025,2025,2,1002.79,0.143,0.0006,954.628
Singur,Godavari Basin,CWC,17.7575285,77.9149039,02-02-2025,2025,2,523.6,0.822,0.71225,522.632
Singur,Godavari Basin,CWC,17.7575285,77.9149039,05-02-2025,2025,2,523.6,0.822,0.70316,522.605
Singur,Godavari Basin,CWC,17.7575285,77.9149039,10-02-2025,2025,2,523.6,0.822,0.68994,522.548
Singur,Godavari Basin,CWC,17.7575285,77.9149039,13-02-2025,2025,2,523.6,0.822,0.67604,522.46
Singur,Godavari Basin,CWC,17.7575285,77.9149039,25-02-2025,2025,2,523.6,0.822,0.64707,522.253
Singur,Godavari Basin,CWC,17.7575285,77.9149039,26-02-2025,2025,2,523.6,0.822,0.64576,522.244
Somasila Reservoir,Pennar Basin,CWC,14.46105546,79.18163407,02-02-2025,2025,2,100.58,1.994,1.67361,99.04
Somasila Reservoir,Pennar Basin,CWC,14.46105546,79.18163407,06-02-2025,2025,2,100.58,1.994,1.646,98.873
Somasila Reservoir,Pennar Basin,CWC,14.46105546,79.18163407,13-02-2025,2025,2,100.58,1.994,1.59038,98.619
Somasila Reservoir,Pennar Basin,CWC,14.46105546,79.18163407,18-02-2025,2025,2,100.58,1.994,1.54776,98.347
Somasila Reservoir,Pennar Basin,CWC,14.46105546,79.18163407,26-02-2025,2025,2,100.58,1.994,1.48027,97.981
Sriram Sagar,Godavari Basin,CWC,18.95689759,78.28986913,02-02-2025,2025,2,332.54,2.3,1.35487,329.489
Sriram Sagar,Godavari Basin,CWC,18.95689759,78.28986913,04-02-2025,2025,2,332.54,2.3,1.31263,329.336
Sriram Sagar,Godavari Basin,CWC,18.95689759,78.28986913,08-02-2025,2025,2,332.54,2.3,1.26613,329.154
Sriram Sagar,Godavari Basin,CWC,18.95689759,78.28986913,15-02-2025,2025,2,332.54,2.3,1.14918,328.666
Sriram Sagar,Godavari Basin,CWC,18.95689759,78.28986913,21-02-2025,2025,2,332.54,2.3,1.06562,328.3
Sriram Sagar,Godavari Basin,CWC,18.95689759,78.28986913,25-02-2025,2025,2,332.54,2.3,1.00629,328.026
Sriram Sagar,Godavari Basin,CWC,18.95689759,78.28986913,26-02-2025,2025,2,332.54,2.3,0.98591,327.934
Sriram Sagar,Godavari Basin,CWC,18.95689759,78.28986913,28-02-2025,2025,2,332.54,2.3,NA,NA
Srisailam Reservoir,Krishna Basin,CWC,16.0055082,78.34173056,03-02-2025,2025,2,269.75,6.013,2.347,259.93
Srisailam Reservoir,Krishna Basin,CWC,16.0055082,78.34173056,06-02-2025,2025,2,269.75,6.013,2.301,259.69
Srisailam Reservoir,Krishna Basin,CWC,16.0055082,78.34173056,14-02-2025,2025,2,269.75,6.013,2.28,259.6
Srisailam Reservoir,Krishna Basin,CWC,16.0055082,78.34173056,18-02-2025,2025,2,269.75,6.013,2.2,259.23
Srisailam Reservoir,Krishna Basin,CWC,16.0055082,78.34173056,28-02-2025,2025,2,269.75,6.013,NA,NA
Sukhi Tank,Narmada Basin,CWC,22.45124369,73.88506045,05-02-2025,2025,2,147.82,0.167,NA,NA
Sukhi Tank,Narmada Basin,CWC,22.45124369,73.88506045,06-02-2025,2025,2,147.82,0.167,0.14801,147.19
Sukhi Tank,Narmada Basin,CWC,22.45124369,73.88506045,12-02-2025,2025,2,147.82,0.167,NA,NA
Sukhi Tank,Narmada Basin,CWC,22.45124369,73.88506045,13-02-2025,2025,2,147.82,0.167,0.14608,147.11
Supa Reservoir,West flowing rivers from Tapi to Tadri Basin,CWC,15.2579957,74.47101416,02-02-2025,2025,2,564,4.12,2.87494,552.9
Supa Reservoir,West flowing rivers from Tapi to Tadri Basin,CWC,15.2579957,74.47101416,12-02-2025,2025,2,564,4.12,2.7154,551.29
Supa Reservoir,West flowing rivers from Tapi to Tadri Basin,CWC,15.2579957,74.47101416,26-02-2025,2025,2,564,4.12,2.4773,548.78
TANDULA,Mahanadi Basin,CWC,20.73,81.218,05-02-2025,2025,2,332.2,0.312,0.16406,328.79
TANDULA,Mahanadi Basin,CWC,20.73,81.218,08-02-2025,2025,2,332.2,0.312,NA,NA
TANDULA,Mahanadi Basin,CWC,20.73,81.218,17-02-2025,2025,2,332.2,0.312,NA,NA
TANDULA,Mahanadi Basin,CWC,20.73,81.218,26-02-2025,2025,2,332.2,0.312,NA,NA
TANDULA,Mahanadi Basin,CWC,20.73,81.218,28-02-2025,2025,2,332.2,0.312,NA,NA
TILLARI,West flowing rivers from Tapi to Tadri Basin,CWC,15.7583333,74.0916667,02-02-2025,2025,2,113.2,0.447,NA,NA
TILLARI,West flowing rivers from Tapi to Tadri Basin,CWC,15.7583333,74.0916667,15-02-2025,2025,2,113.2,0.447,NA,NA
TILLARI,West flowing rivers from Tapi to Tadri Basin,CWC,15.7583333,74.0916667,20-02-2025,2025,2,113.2,0.447,0.24353,98.82
TILLARI,West flowing rivers from Tapi to Tadri Basin,CWC,15.7583333,74.0916667,25-02-2025,2025,2,113.2,0.447,NA,NA
Tattihalla,West flowing rivers from Tapi to Tadri Basin,CWC,15.1322184,74.7888706,04-02-2025,2025,2,468.3,0.249,0.00926,451.58
Tattihalla,West flowing rivers from Tapi to Tadri Basin,CWC,15.1322184,74.7888706,06-02-2025,2025,2,468.3,0.249,0.00926,451.58
Tattihalla,West flowing rivers from Tapi to Tadri Basin,CWC,15.1322184,74.7888706,07-02-2025,2025,2,468.3,0.249,0.00926,451.58
Tattihalla,West flowing rivers from Tapi to Tadri Basin,CWC,15.1322184,74.7888706,09-02-2025,2025,2,468.3,0.249,0.00926,451.58
Tattihalla,West flowing rivers from Tapi to Tadri Basin,CWC,15.1322184,74.7888706,11-02-2025,2025,2,468.3,0.249,0.00926,451.58
Tattihalla,West flowing rivers from Tapi to Tadri Basin,CWC,15.1322184,74.7888706,12-02-2025,2025,2,468.3,0.249,0.00926,451.58
Tattihalla,West flowing rivers from Tapi to Tadri Basin,CWC,15.1322184,74.7888706,27-02-2025,2025,2,468.3,0.249,0.00926,451.58
Tattihalla,West flowing rivers from Tapi to Tadri Basin,CWC,15.1322184,74.7888706,28-02-2025,2025,2,468.3,0.249,0.00926,451.58
Tawa Reservoir,Narmada Basin,CWC,22.50906232,77.9962712,08-02-2025,2025,2,355.4,1.944,1.30206,351.038
Tawa Reservoir,Narmada Basin,CWC,22.50906232,77.9962712,11-02-2025,2025,2,355.4,1.944,1.27394,350.855
Tawa Reservoir,Narmada Basin,CWC,22.50906232,77.9962712,16-02-2025,2025,2,355.4,1.944,1.2198,350.459
Tawa Reservoir,Narmada Basin,CWC,22.50906232,77.9962712,18-02-2025,2025,2,355.4,1.944,1.19278,350.276
Tawa Reservoir,Narmada Basin,CWC,22.50906232,77.9962712,19-02-2025,2025,2,355.4,1.944,1.1818,350.185
Tawa Reservoir,Narmada Basin,CWC,22.50906232,77.9962712,20-02-2025,2025,2,355.4,1.944,1.17107,350.093
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,01-02-2025,2025,2,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,02-02-2025,2025,2,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,06-02-2025,2025,2,830,2.615,1.465,799.27
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,09-02-2025,2025,2,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,13-02-2025,2025,2,830,2.615,1.319,794.7
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,18-02-2025,2025,2,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,22-02-2025,2025,2,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,25-02-2025,2025,2,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,28-02-2025,2025,2,830,2.615,NA,NA
Tenughat Reservoir,Ganga Basin,CWC,23.72685714,85.79171034,05-02-2025,2025,2,269.14,0.821,0.392,259.37
Tenughat Reservoir,Ganga Basin,CWC,23.72685714,85.79171034,12-02-2025,2025,2,269.14,0.821,0.265,259.26
Tenughat Reservoir,Ganga Basin,CWC,23.72685714,85.79171034,16-02-2025,2025,2,269.14,0.821,0.263,259.2
Tenughat Reservoir,Ganga Basin,CWC,23.72685714,85.79171034,19-02-2025,2025,2,269.14,0.821,0.261,259.14
Thein\Ranjit Sagar,Indus (Up to border) Basin,CWC,32.48447018,75.76540312,01-02-2025,2025,2,527.91,2.344,0.392,494.02
Thein\Ranjit Sagar,Indus (Up to border) Basin,CWC,32.48447018,75.76540312,08-02-2025,2025,2,527.91,2.344,0.355,493.19
Thein\Ranjit Sagar,Indus (Up to border) Basin,CWC,32.48447018,75.76540312,14-02-2025,2025,2,527.91,2.344,0.336,492.11
Thein\Ranjit Sagar,Indus (Up to border) Basin,CWC,32.48447018,75.76540312,18-02-2025,2025,2,527.91,2.344,0.298,491.3
Thein\Ranjit Sagar,Indus (Up to border) Basin,CWC,32.48447018,75.76540312,21-02-2025,2025,2,527.91,2.344,0.279,491.08
Thein\Ranjit Sagar,Indus (Up to border) Basin,CWC,32.48447018,75.76540312,24-02-2025,2025,2,527.91,2.344,0.279,491.17
Thokarwadi,Krishna Basin,CWC,18.9048356,73.4848537,02-02-2025,2025,2,667.14,0.353,0.25595,663.52
Thokarwadi,Krishna Basin,CWC,18.9048356,73.4848537,03-02-2025,2025,2,667.14,0.353,0.25524,663.49
Thokarwadi,Krishna Basin,CWC,18.9048356,73.4848537,09-02-2025,2025,2,667.14,0.353,0.2488,663.22
Thokarwadi,Krishna Basin,CWC,18.9048356,73.4848537,24-02-2025,2025,2,667.14,0.353,0.2314,662.45
Thokarwadi,Krishna Basin,CWC,18.9048356,73.4848537,25-02-2025,2025,2,667.14,0.353,0.2307,662.42
Tilaiya Reservoir,Ganga Basin,CWC,24.33826227,85.43542012,03-02-2025,2025,2,368.81,0.142,0.124,368.31
Tilaiya Reservoir,Ganga Basin,CWC,24.33826227,85.43542012,04-02-2025,2025,2,368.81,0.142,0.123,368.28
Tilaiya Reservoir,Ganga Basin,CWC,24.33826227,85.43542012,05-02-2025,2025,2,368.81,0.142,0.123,368.26
Tilaiya Reservoir,Ganga Basin,CWC,24.33826227,85.43542012,08-02-2025,2025,2,368.81,0.142,0.12,368.18
Tilaiya Reservoir,Ganga Basin,CWC,24.33826227,85.43542012,09-02-2025,2025,2,368.81,0.142,0.12,368.16
Tilaiya Reservoir,Ganga Basin,CWC,24.33826227,85.43542012,11-02-2025,2025,2,368.81,0.142,0.118,368.1
Tilaiya Reservoir,Ganga Basin,CWC,24.33826227,85.43542012,13-02-2025,2025,2,368.81,0.142,0.116,368.03
Tilaiya Reservoir,Ganga Basin,CWC,24.33826227,85.43542012,23-02-2025,2025,2,368.81,0.142,0.106,367.74
